Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Tip pr. odseka;Tip avt. stevca;Leto roc. (avt.) stetja;Ime stevnega mesta;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.
R1;219;1421;BISTRICA OB SOTLI;0;720;;P;;;;3.800;8;3.320;46;135;91;80;120
R1;219;1241;BISTRICA-BIZELJSKO;0;6.805;413;O;QLD-6;;Bizeljsko;2.020;27;1.629;10;147;46;44;117
R1;219;1242;BIZELJSKO-BREZICE;0;16.000;129;O;QLD-6;;Bukosek;3.258;22;2.866;7;170;39;50;104
R1;219;1242;BREZICE-CATEZ;16.000;17.570;366;O;QLD-6_sel;;Brezice;11.174;47;10.045;93;551;133;122;183
R1;219;1480;CATEZ OB SAVI;0;1.188;;P;;;;4.000;30;3.135;70;450;100;65;150
R1;220;1334;KRSKO-SP.POHANCA;0;7.200;367;O;QLD-6;;Dolenja vas;6.696;44;6.055;44;318;67;87;81
R1;220;1334;SP.POHANCA-BREZICE;7.200;12.715;;P;;;;7.000;30;6.350;50;330;100;80;60
R1;221;1227;TROJANE-IZLAKE;0;6.652;314;O;QLD-6_sel;;Izlake;4.668;38;4.032;50;300;52;56;140
R1;221;1218;IZLAKE-ZAGORJE;0;6.358;306;O;QLD-6;;Kisovec;7.983;51;7.133;79;386;104;74;156
R1;221;1219;ZAGORJE-BEVSKO;0;5.332;307;O;QLD-3;;Bevsko;3.587;11;3.310;33;158;32;29;14
R1;221;1220;BEVSKO-TRBOVLJE;0;3.123;582;O;;07x1;Trbovlje-Bevsko;12.671;40;11.608;115;555;149;136;68
R1;221;1221;TRBOVLJE-HRASTNIK;0;8.967;309;O;;04x4;Hrastnik;220;2;203;0;10;2;3;0
R1;221;1222;HRASTNIK-SMARJETA;0;9.650;310;O;QLD-6;;Marno;4.780;36;4.077;44;257;92;124;150
R1;222;1228;ZAGORJE-MOST CEZ SAVO;0;1.950;583;O;;07x1;Zagorje-most;8.048;10;7.075;90;433;190;94;156
R1;223;1229;BEVSKO-MOST CEZ SAVO;0;1.220;127;O;;04x4;Trbovlje 2;10.470;30;9.410;100;430;190;110;200
R1;224;1230;HRASTNIK-MOST CEZ SAVO;0;1.500;584;O;;07x1;Hrastnik-most;8.575;5;7.479;118;386;201;155;231
R1;225;1140;MENGES-DUPLICA;0;3.805;259;O;QLD-6;;Smarca;10.511;53;9.414;28;610;122;131;153
R1;225;1359;DUPLICA-KAMNIK;0;3.793;362;O;QLD-5;;Kamnik;16.456;120;14.595;57;946;260;280;198
R1;225;1424;KAMNIK-MEKINJE;0;700;;P;;;;7.200;25;6.395;35;250;170;150;175
R1;225;1083;KAMNIK(MEKINJE)-SP.  STRANJE;0;2.000;231;O;QLD;;Kamnik Fuzine;5.501;55;4.645;30;257;119;218;177
R1;225;1083;SP. STRANJE-STAHOVICA;2.000;4.270;;P;;;;4.300;50;3.735;35;170;90;150;70
R1;225;1084;STAHOVICA-CRNIVEC;0;10.615;233;O;;02x4;Crna;1.900;10;1.686;20;94;45;25;20
R1;225;1085;CRNIVEC-GORNJI GRAD;0;12.200;237;O;QLD-3;;Tirosek;977;26;819;16;59;39;7;11
R1;225;1085;GORNJI GRAD-RADMIRJE;12.200;17.571;234;O;;04x1;Radmirje 2;2.080;55;1.755;35;130;70;15;20
R1;225;1248;RADMIRJE-MOZIRJE;0;8.731;232;O;QLD-6_sel;;Nizka;5.285;50;4.705;37;266;76;84;67
R1;225;1248;MOZIRJE;8.731;11.302;139;O;;04x4;Mozirje;6.000;30;5.415;40;250;130;60;75
R1;225;1247;MOZIRJE-SOTESKA;0;2.339;577;O;;07x1;Ljubija;8.500;50;7.306;50;600;194;100;200
R1;225;1246;SOTESKA-LETUS;0;3.300;34;O;;07x4;Podgorje pri Letusu;4.877;50;4.194;45;309;132;38;109
R1;225;1246;LETUS-M.BRASLOVCE;3.300;6.050;138;O;QLD-6;;Letus;7.186;72;6.149;40;449;121;157;198
R1;225;1246;M.BRASLOVCE-PARIZLJE;6.050;8.390;;P;;;;6.000;40;5.210;20;300;130;150;150
R1;225;1246;PARIZLJE-SENTRUPERT;8.390;12.200;37;O;;07x4;Parizlje;7.809;69;6.772;29;496;185;63;195
R1;227;1264;RAVNE-KOTLJE;0;3.600;319;O;QLD;;Brdinje;5.866;61;5.411;27;270;50;42;5
R1;227;1423;KOTLJE-SLOVENJ GRADEC;0;11.154;322;O;QLD-5;;Podgora;4.231;23;3.935;13;189;32;35;4
R1;228;1291;SPUHLJA-BORL;0;8.500;341;O;QLD-6_sel;;Stojnci;4.652;21;4.021;34;211;51;67;247
R1;228;1291;BORL-MP ZAVRC;8.500;13.900;340;O;QLD-3;;MP Zavrc;1.839;8;1.444;13;77;38;49;210
R1;229;0248;PTUJ (BUDINA-CENTER);0;1.088;;P;;;;28.000;55;24.950;250;1.000;550;295;900
R1;229;1417;PTUJ-ROGOZNICA;0;2.080;;P;;;;11.800;35;11.265;90;110;45;135;120
R1;229;1286;ROGOZNICA-SENARSKA;0;16.930;338;O;QLD-5;;Gocova;2.964;38;2.417;13;137;88;114;157
R1;229;1287;SENARSKA-LENART;0;4.100;442;O;QLD-5;;Lenart vzhod;6.145;43;5.437;35;216;151;121;142
R1;230;1399;VUCJA VAS-KRIZEVCI;0;4.527;576;O;;07x1;Stara Nova vas;3.847;18;2.994;23;274;121;224;193
R1;230;1415;KRIZEVCI;0;700;;P;;;;6.300;30;5.255;55;230;180;230;320
R1;230;1309;KRIZEVCI-LJUTOMER;0;7.300;353;O;QLD-5;;Norsinci;6.844;67;5.524;49;257;273;287;387
R1;230;1310;LJUTOMER-PAVLOVCI;0;13.910;354;O;QLD-6;;Ivanjkovci;3.496;34;2.729;29;258;73;85;288
R1;230;1311;PAVLOVCI-ORMOZ;0;1.860;575;O;;07x1;Pavlovci;4.832;18;4.003;40;292;159;110;210
R1;230;1312;ORMOZ;0;1.500;;P;;;;6.300;31;5.804;50;263;102;30;20
R1;230;0251;ORMOZ-MP ORMOZ;0;760;156;O;QLD-3;;MP Ormoz;820;2;744;5;67;1;1;0
R1;231;1325;GIBINA-RAZKRIZJE;0;2.930;431;O;QLD-5;;MP Gibina;558;5;496;1;38;7;9;2
R1;231;1323;RAZKRIZJE-STROCJA VAS;0;3.830;;P;;;;2.500;11;2.284;10;100;45;40;10
R1;231;1327;STROCJA VAS-LJUTOMER;0;2.500;;P;;;;3.700;20;3.305;20;200;60;50;45
R1;232;1314;MP HODOS-HODOS;0;1.500;430;O;QLD-5;;MP Hodos;232;4;201;3;11;7;5;1
R1;232;1314;HODOS-SALOVCI;1.500;5.000;487;O;QLD-3;;Peskovci;1.123;3;1.032;7;42;11;22;6
R1;232;1314;SALOVCI-G. PETROVCI;5.000;10.458;;P;;;;1.500;4;1.359;12;47;39;28;11
R1;232;1315;PETROVCI-MACKOVCI;0;6.500;;P;;;;2.800;8;2.529;23;88;80;52;20
R1;232;1315;MACKOVCI-MARTJANCI;6.500;17.700;137;O;QLD;;Vaneca;3.462;25;3.155;20;128;39;78;17
R1;232;1316;MARTJANCI-M.SOBOTA;0;2.350;499;O;QLD;;Murska Sobota sever;11.324;60;10.417;66;398;132;183;68
R1;232;1470;MURSKA SOBOTA;0;1.000;;P;;;;15.000;40;13.700;120;480;310;245;105
R1;232;1406;M.SOBOTA-LIPOVCI;0;3.840;148;O;QLD-5;;MS-Baksa;12.173;56;11.093;111;517;184;101;111
R1;234;1476;DRAMLJE-DOLE;0;2.750;316;O;QLD-6_sel;;Dole;6.740;11;5.703;1;295;274;171;285
R1;234;1280;DOLE-SENTJUR;0;3.445;690;O;QLD-6;;Lokarje;9.652;9;8.501;26;567;136;169;244
R1;235;0317;RADENCI-PETANJCI;0;2.047;446;O;QLD-3;;Petanjci;6.493;5;5.757;73;314;157;101;86
R1;235;0318;PETANJCI-M.SOBOTA(GAJ);0;7.473;623;O;QLD-5;;Tropovci;6.782;37;6.026;73;281;183;100;82
R1;235;1396;M.SOBOTA (GAJ)-PRIK.M.S.;0;2.858;479;O;QLD;;MS Krog;2.174;17;1.814;4;115;72;104;48
R2;401;1020;ZAGA-UCJA;0;7.445;551;O;;04x4;MP Ucja;150;19;119;0;12;0;0;0
R2;402;1426;SOLKAN-GONJACE;0;10.396;219;O;QLD-5;;Podsabotin;3.765;33;3.447;13;172;49;42;9
R2;402;1465;GONJACE-DOBROVO;0;4.655;;P;;;;3.400;13;3.207;20;100;40;10;10
R2;402;1045;DOBROVO-NEBLO;0;2.700;;P;;;;2.700;10;2.534;15;90;35;10;6
R2;402;1045;NEBLO-MP NEBLO;2.700;4.820;550;O;QLD-5;;MP Neblo;1.558;26;1.434;1;81;13;3;0
R2;403;1071;BACA-KNEZA;0;6.153;108;O;QLD;;Baca;1.281;33;1.128;2;58;30;25;5
R2;403;1072;KNEZA-PODBRDO;0;15.734;;P;;;;900;26;797;15;20;25;15;2
R2;403;1073;PODBRDO-PETROVO BRDO;0;4.400;538;O;;07x1;Petrovo brdo 1;443;40;368;3;19;9;4;0
R2;403;1074;PETROVO BRDO-PODROST;0;8.100;539;O;;07x1;Petrovo brdo 2;287;30;227;3;17;6;4;0
R2;403;1075;PODROST-ZALI LOG;0;5.000;542;O;;07x1;Zali Log;739;40;629;14;39;11;0;6
R2;403;1075;ZALI LOG-CESNJICA;5.000;10.061;189;O;QLD-5;;Zelezniki;1.965;38;1.760;19;89;31;21;7
R2;403;1076;CESNJICA-SKOFJA LOKA;0;15.700;618;O;QLD-6;;Bukovica;5.214;45;4.628;39;271;90;90;51
R2;404;1379;PODGRAD-IL.BISTRICA;0;11.000;397;O;QLD-6_sel;;Recica;3.397;23;2.930;16;150;55;45;178
R2;404;1380;IL.BISTRICA-PIVKA;0;16.942;398;O;QLD-5;;Knezak;4.122;41;3.743;31;192;53;43;19
R2;405;1018;MATAVUN-VREME;0;7.600;207;O;;04x1;Vreme;630;5;569;3;2;20;25;6
R2;405;1018;VREME-RIBNICA;7.600;17.338;210;O;QLD-3;;Gornje Vreme;1.454;7;1.275;7;50;41;59;15
R2;406;1405;DEKANI - R.SKOFIJE;0;1.085;;P;;;;3.100;20;3.033;1;25;3;15;3
R2;406;1407;R.SKOFIJE-KRIZ.MORETINI;0;850;;P;;;;5.200;70;4.793;35;240;40;20;2
R2;406;1407;KRIZ.MORETINI-ANKARAN;850;5.130;403;O;QLD-3;;Ankaran;8.446;53;8.008;31;261;60;27;6
R2;406;1407;ANKARAN-MP LAZARET;5.130;8.188;650;O;QLD-5;;MP Lazaret;1.777;68;1.617;21;53;14;3;1
R2;407;1144;GORENJA VAS-LUCINE;0;9.000;263;O;;03x4;Todraz;800;1;713;8;40;9;27;2
R2;407;1144;LUCINE-LJUBLJANICA;9.000;13.926;;P;;;;250;2;232;5;5;1;5;0
R2;407;1145;LJUBLJANICA-VRZDENEC;0;3.800;;P;;;;200;1;183;3;8;4;1;0
R2;407;1145;VRZDENEC-HORJUL;3.800;6.800;;P;;;;1.400;9;1.288;11;54;27;9;2
R2;407;1145;HORJUL-VRHNIKA;6.800;14.867;264;O;QLD-3;;Horjul;1.991;15;1.730;3;133;52;41;17
R2;408;1374;LOGATEC-ROVTE;0;10.500;;P;;;;1.700;21;1.572;17;90;0;0;0
R2;408;1374;ROVTE- ZIRI;10.500;21.351;370;O;QLD-5;;Zavratec;773;21;636;7;42;28;19;20
R2;408;1375;ZIRI-TREBIJA;0;7.350;394;O;;03x4;Trebija 3;2.300;25;2.020;30;135;45;30;15
R2;409;0358;LJ(VIC)-AC BREZOVICA;0;2.741;165;O;QLD-3;;Gorjanc;12.705;103;11.469;105;690;116;117;105
R2;409;0300;AC BREZOVICA-BREZOVICA;0;1.400;267;O;QLD-6;;Brezovica;24.514;196;21.837;200;1.314;333;334;300
R2;409;0300;BREZOVICA-VRHNIKA;1.400;13.161;611;O;QLD-6;;Drenov Gric;10.810;165;9.120;150;754;227;197;197
R2;409;0301;VRHNIKA-LOGATEC;0;9.525;153;O;QLD-6;;Zapolje;10.297;181;8.825;103;649;164;201;174
R2;409;0302;LOGATEC;0;900;;P;;;;11.300;140;9.915;115;680;170;110;170
R2;409;0303;KALCE-PLANINA;0;8.337;;P;;;;2.900;130;2.317;38;165;105;50;95
R2;409;0304;PLANINA-RAVBARKOMANDA;0;7.230;612;O;QLD-6;;Ravbarkomanda;2.877;171;2.398;28;158;54;36;32
R2;409;0305;RAVBARKOMANDA-PO(R913);0;3.000;;P;;;;5.600;130;5.080;35;180;90;45;40
R2;409;0305;PO(R913)-POSTOJNA;3.000;4.360;;P;;;;12.100;130;11.005;45;500;200;130;90
R2;409;0306;POSTOJNA-RAZDRTO;0;10.980;76;O;QLD-6;;Postojna;7.865;163;6.704;59;391;131;137;280
R2;409;0307;RAZDRTO-SENOZECE;0;6.530;22;O;;01x1;Senozece;3.800;150;3.050;25;165;140;100;170
R2;409;0308;SENOZECE-DIVACA;0;8.140;77;O;QLD;;Divaca;2.783;190;2.142;19;185;65;95;87
R2;409;0309;DIVACA-MATAVUN;0;1.940;684;O;QLD-6_sel;;Skocjan;5.366;216;4.527;35;351;87;78;72
R2;409;0310;MATAVUN-KOZINA;0;7.275;78;O;;05x4;Kacice;4.800;80;4.190;45;250;110;75;50
R2;409;0311;KOZINA - KASTELEC;0;8.960;614;O;QLD-6;;Petrinje;5.447;163;4.676;34;375;84;59;56
R2;409;0312;KASTELEC-CRNI KAL;0;3.902;;P;;;;2.000;40;1.635;25;150;80;45;25
R2;409;1435;KORTINE - RIZANA;0;1.353;;P;;;;1.700;30;1.375;0;55;60;110;70
R2;409;0313;RIZANA-KRIZ.DEKANI;0;5.910;79;O;QLD-6_sel;;Dekani;4.126;188;3.481;29;181;68;105;74
R2;409;1438;DEKANI - PRIKLJ. SRMIN;0;324;;P;;;;6.300;65;5.829;16;170;50;80;90
R2;410;1133;BISTRICA-TRZIC;0;320;555;O;;07x1;Trzic;12.785;26;12.012;72;490;122;39;24
R2;410;1134;TRZIC-GOLNIK;0;6.500;556;O;;07x1;Krize;3.032;20;2.809;5;161;20;15;2
R2;410;1134;GOLNIK-KOKRICA;6.500;13.671;258;O;QLD-3;;Tenetise;4.386;26;4.031;28;198;52;42;9
R2;410;1135;KOKRICA-KRANJ;0;2.234;;P;;;;8.100;44;7.521;71;292;136;31;5
R2;411;1471;KRANJ Z - POLICA;0;733;;P;;;;12.500;122;11.056;190;400;462;100;170
R2;411;1428;POLICA-NAKLO(MARINSEK);0;1.900;51;O;QLD-5;;Naklo;11.264;72;9.944;92;526;264;248;118
R2;411;1428;NAKLO(MARINSEK)-PODTABOR;1.900;7.160;708;O;;06x4;Podbrezje;3.500;50;2.955;35;170;90;120;80
R2;411;1429;GOBOVCE-CRNIVEC;0;6.163;707;O;QLD-3;;Dobro Polje;2.320;6;1.840;13;217;53;122;69
R2;412;1454;POLICA-KR(KIDRICEVA);0;2.035;718;O;QLD-6;;KR Zlato polje;19.156;101;17.223;184;911;266;250;221
R2;412;0359;KR(KIDRICEVA - ISKRA);0;1.559;717;O;QLD-6_sel;;KR Sejem;19.754;96;18.086;42;817;242;265;206
R2;412;0210;KR(ISKRA-LABORE);0;1.450;716;O;QLD-6;;KR Labore;22.211;105;20.043;280;972;287;257;267
R2;413;4704;MEDVODE-ZBILJE;0;1.166;;P;;;;5.400;30;4.630;140;420;75;80;25
R2;413;1079;ZBILJE-VODICE;0;7.386;228;O;QLD-6;;Valburga;4.729;74;4.137;9;356;66;57;30
R2;413;1080;VODICE-MOSTE;0;4.350;229;O;QLD-3;;Zeje;5.283;31;4.602;7;398;76;103;66
R2;413;1081;MOSTE-DUPLICA;0;4.120;230;O;QLD-3;;Kriz;9.801;152;8.519;18;734;162;141;75
R2;414;1349;KAMNIK-TUHINJ;0;15.600;376;O;QLD;;Laze;4.287;74;3.554;30;357;110;91;71
R2;414;1349;TUHINJ-LOCICA;15.600;28.318;41;O;;07x4;Motnik;2.670;22;2.141;23;327;97;14;46
R2;415;1216;ZELODNIK-KRTINA;0;1.000;;P;;;;5.800;30;5.225;50;300;80;55;60
R2;415;1216;KRTINA-MORAVCE;1.000;9.000;304;O;QLD-5;;Krtina;6.377;36;5.715;36;310;113;95;72
R2;415;1216;MORAVCE-DRTIJA;9.000;11.080;;P;;;;2.300;20;2.116;17;70;40;12;25
R2;415;1217;DRTIJA-TRATA;0;7.080;;P;;;;2.200;20;1.895;40;100;60;45;40
R2;415;1217;TRATA-IZLAKE;7.080;15.089;305;O;QLD-5;;Kandrse;1.678;20;1.459;7;75;32;35;50
R2;416;1346;LITIJA-SMARTNO;0;2.670;391;O;prazno;05 QLD6;Litija;3.120;2;2.862;4;144;40;43;25
R2;416;1165;SMARTNO PRI LITIJI;0;260;;P;;;;4.900;15;4.590;10;150;75;50;10
R2;416;1347;SMARTNO-RADOHOVA VAS;0;14.746;375;O;QLD-5;;Crni Potok;1.196;29;1.033;6;55;37;25;11
R2;416;1425;GRM;0;750;;P;;;;3.500;9;2.726;15;400;160;80;110
R2;416;1348;GRM-BIC;0;2.951;;P;;;;3.000;7;2.228;15;400;160;90;100
R2;417;1190;SMARTNO/ LITIJI-M.KOSTREVICA;0;1.500;284;O;QLD-5;;Mala Kostrevnica;922;13;792;3;42;40;28;4
R2;417;1190;M. KOSTREVICA-LJUBEZ V LAZIH;1.500;8.509;;P;;;;800;2;760;3;10;20;5;0
R2;417;1187;LJUBEZ V LAZIH-MORAVCE;0;6.310;282;O;;06x4;Moravce;960;20;865;3;45;15;10;2
R2;417;4326;MORAVCE-TIHABOJ-MIRNA;0;11.922;182;O;;06x4;Tihaboj;500;8;432;6;40;8;5;1
R2;418;1199;MOKRONOG-ZBURE;0;10.475;407;O;QLD;;Zbure;1.247;28;1.034;15;76;21;38;35
R2;418;1200;ZBURE-SKOCJAN;0;3.940;291;O;;07x1;Skocjan 1;2.122;18;1.777;34;154;57;42;40
R2;418;1201;SKOCJAN-DOBRUSKA VAS;0;3.281;416;O;QLD-5;;Dobruska vas;3.397;27;2.949;24;202;74;84;37
R2;419;1203;SOTESKA-STRAZA;0;5.440;;P;;;;6.300;22;5.828;50;230;75;40;55
R2;419;1203;STRAZA-NM DRSKA;5.440;12.230;294;O;QLD;;Potok;5.944;89;5.425;43;211;88;57;31
R2;419;1203;NM DRSKA-NM ZABJA VAS;12.230;14.471;;P;;;;15.000;55;14.190;45;500;80;70;60
R2;419;1204;NOVO MESTO-RATEZ;0;6.160;476;O;;07x1;Mali Slatnik;6.992;48;6.167;86;395;116;128;52
R2;419;1204;RATEZ-SENTJERNEJ;6.160;15.626;295;O;QLD;;Mokro Polje;3.541;69;3.055;33;131;95;112;46
R2;419;1205;SENTJERNEJ-KOSTANJEVICA;0;7.000;683;O;QLD-3;;Sentjernej;3.984;81;3.600;39;155;41;48;20
R2;419;1205;KOSTANJEVICA-KRIZAJ;7.000;11.325;296;O;;07x1;Krizaj 1;2.648;24;2.333;40;170;45;22;14
R2;419;1206;KRIZAJ-CATEZ OB SAVI;0;12.868;297;O;QLD-3;;Zupeca vas;3.267;29;2.852;49;208;72;35;22
R2;420;1335;BREZICE-DOBOVA;0;4.500;368;O;;05x1;Mostec;2.600;20;2.155;10;245;85;40;45
R2;420;1335;DOBOVA-M.P. RIGONCE;4.500;6.688;676;O;QLD-3;;MP Rigonce;829;2;757;14;20;21;10;5
R2;421;2506;RUCETNA VAS-STREKLJEVEC;0;7.209;460;O;QLD;;Semic;2.300;16;2.027;13;125;47;51;21
R2;421;2507;STREKLJEVEC-JUGORJE;0;5.890;469;O;QLD-5;;Osojnik;830;9;705;6;44;24;27;15
R2;422;1333;PODSREDA-SENOVO;0;7.000;365;O;QLD-5;;Veliki Kamen;1.243;23;1.094;11;44;26;23;22
R2;422;1333;SENOVO-BRESTANICA;7.000;16.154;364;O;QLD-5;;Senovo;5.302;45;4.857;32;195;67;59;47
R2;423;1226;SENTJUR-CRNOLICA;0;2.330;;P;;;;4.500;15;4.095;25;180;135;30;20
R2;423;1281;CRNOLICA-LESICNO;0;18.149;271;O;QLD-5;;Jelce;1.271;15;1.107;13;81;42;4;9
R2;423;1282;LESICNO-SONOVO;0;3.300;292;O;;06x4;Sonovo;1.250;15;1.085;25;65;30;20;10
R2;423;1282;SONOVO-PODSREDA;3.300;10.020;333;O;QLD-5;;Kozje;1.232;12;1.073;13;66;31;26;11
R2;423;1283;PODSREDA-BISTRICA;0;6.720;335;O;;05x4;Podsreda 2;900;6;724;25;50;30;15;50
R2;423;1243;BISTRICA OB SOTLI-M.P.BISTRICA;0;1.050;411;O;QLD-6;;MP Bistrica ob Sotli;569;3;413;3;23;15;14;98
R2;424;1166;BOSTANJ-ORESJE/SEVNICI;0;5.700;;P;;;;1.700;0;1.621;10;69;0;0;0
R2;424;1166;ORESJE/SEVNICI-PLANINA;5.700;21.006;186;O;QLD-5;;Podgorje;472;8;394;6;25;22;11;6
R2;424;1170;PLANINA-DEZNO;0;1.115;;P;;;;350;3;306;6;20;11;2;2
R2;424;1225;DEZNO-CRNOLICA;0;11.800;313;O;;06x4;Dobje;1.800;15;1.570;25;100;50;25;15
R2;425;1265;POLJANA-MEZICA;0;3.310;323;O;QLD-5;;Poljana;5.335;38;4.790;51;230;81;88;57
R2;425;1265;MEZICA-CRNA;3.310;11.420;579;O;;07x1;Zerjav;3.164;10;2.758;28;228;44;34;62
R2;425;1265;CRNA-SENTVID;11.420;23.786;434;O;QLD-5;;Javorje;302;12;266;1;10;9;2;2
R2;425;1266;SENTVID-SOSTANJ;0;16.605;324;O;;04x4;Sentvid;830;3;711;6;40;45;15;10
R2;425;1267;SOSTANJ-PESJE;0;1.835;167;O;QLD-3;;Sostanj;12.163;50;11.246;125;400;132;120;90
R2;425;1419;PESJE-VELENJE;0;3.790;166;O;QLD-6;;Pesje;12.494;67;11.196;127;587;177;161;179
R2;426;1269;PESJE-GORENJE;0;6.100;168;O;QLD-3;;Lokovica;6.356;34;5.729;65;300;78;71;79
R2;426;7949;GORENJE - RECICA;0;4.220;35;O;;07x4;Smartno ob Paki;3.910;19;3.486;26;205;88;28;58
R2;426;7949; RECICA-LETUS;4.220;5.795;176;O;QLD-5;;Recica ob Paki;3.288;51;2.821;21;166;112;36;81
R2;427;1351;LATKOVA VAS-PREBOLD;0;3.000;;P;;;;3.000;12;2.632;16;125;110;80;25
R2;427;1351;PREBOLD-SPODNJE GABRSKO;3.000;17.800;439;O;QLD-5;;Podmeja;1.154;31;981;1;109;15;15;2
R2;427;1351;SPODNJE GABRSKO-TRBOVLJE;17.800;19.617;;P;;;;6.000;25;5.680;75;110;45;45;20
R2;428;1249;RADMIRJE-LUCE;0;12.165;202;O;QLD-3;;Ljubno;2.151;26;1.907;15;103;44;39;17
R2;428;1250;LUCE-SESTRE LOGAR;0;13.800;201;O;QLD-3;;Robanov Kot;756;38;708;5;5;0;0;0
R2;428;1252;S.LOGAR-PAVLICEVO SEDLO;0;7.453;;P;;;;30;2;26;1;1;0;0;0
R2;429;1245;VISNJA VAS-STRMEC;0;1.600;321;O;;05x4;Tabor;3.950;37;3.548;40;210;65;30;20
R2;429;1245;STRMEC-DOBRNA;1.600;7.520;348;O;QLD-6_sel;;Lemberg;3.534;42;3.158;32;195;51;38;18
R2;429;1154;ODCEP V DOBRNO;0;1.695;;P;;;;2.600;12;2.368;16;125;52;17;10
R2;429;1422;DOBRNA-CRNOVA;0;3.400;320;O;;04x4;Crnova 2;3.220;20;2.838;17;210;90;30;15
R2;430;0273;MB(PTUJSKA)-MB(TRZASKA);0;1.490;;P;;;;24.800;50;18.950;200;1.500;250;350;3.500
R2;430;0273;MB(TRZASKA)-HOCE;1.490;4.860;;P;;;;39.000;80;32.010;210;2.000;350;550;3.800
R2;430;0381;HOCE - SLIVNICA;0;965;17;O;QLD-6;;Hoce;34.467;100;27.199;209;1.996;437;627;3.899
R2;430;0274;SLIVNICA-FRAM;0;4.810;;P;;;;7.500;40;6.813;105;285;161;70;26
R2;430;0274;FRAM-SL.BISTRICA;4.810;13.060;38;O;QLD-5;;Bukovec;5.789;112;5.153;60;299;79;68;18
R2;430;1452;ODCEP PRIKLJ. SL. BISTRICA S;0;1.430;;P;;;;3.000;10;2.808;12;100;40;20;10
R2;430;0275;SL.BISTRICA;0;2.626;;P;;;;13.500;59;12.364;133;530;300;64;50
R2;430;0276; SL.BISTRICA-LOZNICA;0;1.593;569;O;;07x1;Slovenska Bistica;9.422;1;8.273;44;696;247;92;69
R2;430;0277;LOZNICA-TEPANJE;0;7.820;608;O;QLD;;Vrhole;6.504;85;5.557;41;442;152;127;100
R2;430;0278;TEPANJE-SL.KONJICE;0;3.154;48;O;QLD-3;;Dobrnez;10.358;13;9.243;73;611;160;148;110
R2;430;0279;SL.KONJICE;0;815;;P;;;;11.300;60;9.538;164;802;458;153;125
R2;430;0280;SL.KONJICE-DOBRAVA;0;3.000;49;O;QLD-6_sel;;Zece 2;12.646;90;11.239;118;686;180;199;134
R2;430;0280;DOBRAVA-STRANICE;3.000;5.160;56;O;QLD-6;;Zece;9.777;93;8.591;84;553;192;145;119
R2;430;0281;STRANICE-VISNJA VAS;0;10.200;67;O;QLD-5;;Frankolovo;8.441;98;7.431;73;395;190;157;97
R2;430;0282;VISNJA VAS-CELJE(AC);0;6.100;68;O;QLD-6;;Vojnik;16.136;107;14.640;120;777;207;171;114
R2;430;0282;CELJE(AC)-CELJE;6.100;8.042;695;O;QLD-6;;CE Hudinja;31.332;54;27.770;196;1.696;360;486;770
R2;431;1350;ZG.DOLIC-STRANICE;0;18.621;377;O;QLD-6_sel;;Vitanje;2.459;27;2.141;24;152;48;38;29
R2;432;1440;MEJA HRVASKA-ROGATEC;0;180;414;O;QLD-3;;MP Rogatec;1.594;2;1.459;10;73;11;19;20
R2;432;1284;ROGATEC-MAJSPERK;0;15.845;336;O;QLD;;Stoperce;1.020;18;872;10;52;21;36;11
R2;432;1411;MAJSPERK;0;480;;P;;;;3.100;16;2.677;65;109;160;65;8
R2;432;1285;MAJSPERK-LOVRENC;0;6.800;441;O;QLD-5;;Lovrenc;4.956;88;4.417;38;193;83;80;57
R2;432;1285;LOVRENC-HAJDINA;6.800;11.613;423;O;;07x4;Trnovec;3.957;27;3.268;16;206;97;103;240
R2;433;1288;LENART-KRIZ. SV.ANA;0;4.700;339;O;QLD-5;;Zerjavci;3.481;28;3.135;24;164;54;55;21
R2;433;1288;KRIZ. SV.ANA-ZG.SCAVNICA;4.700;11.200;28;O;;07x4;Zgornja Scavnica 1;1.500;12;1.383;10;55;15;12;13
R2;433;1288;ZG.SCAVNICA-TRATE;11.200;15.950;29;O;;07x4;Zgornja Scavnica 2;1.681;15;1.546;14;64;19;11;12
R2;433;1289;TRATE-MOST CEZ MURO;0;2.040;27;O;;07x4;Trate;1.574;17;1.435;22;72;10;4;14
R2;433;1289;MOST CEZ MURO-MP TRATE;2.040;2.120;144;O;QLD-3;;MP Trate;1.972;12;1.913;0;47;0;0;0
R2;434;1352;RADLJE-M.P.RADLJE;0;5.860;668;O;QLD-5;;MP Radelj;738;31;573;2;74;19;7;32
R2;435;1431;MARIBOR-RUSE;0;9.119;706;O;QLD-3;;Laznica;9.710;37;8.911;60;390;152;77;83
R2;435;1439;RUSE-SELNICA;0;3.297;710;O;QLD-5;;Selnica;4.573;47;4.077;14;178;136;69;52
R2;436;0440;DOLNJA POCEHOVA;0;931;;P;;;;5.000;25;4.215;20;250;160;230;100
R2;436;1328;POCEHOVA-ZG.KUNGOTA;0;6.870;429;O;QLD-3;;Zgornja Kungota;4.053;27;3.715;32;147;83;39;10
