Kat. ceste;Stev. ceste;Stev. odseka;Prometni odsek;Stac. zacetka;Stac. konca;Stevno mesto;Ime stevnega mesta;Tip stetja;Vsa vozila (PLDP);Motorji;Osebna vozila;Avtobusi;Lah. tov. < 3,5t;Sr. tov.  3,5-7t;Tez. tov. nad 7t;Tov. s prik.;Vlacilci;NOO;TIP
R3;684;7460;PRELASKO - BUCE-KOZJE;0;7.384;428;Buce;ROCNO;880;10;762;4;55;35;12;2;0;16;PLDP
R3;685;7495;TEKACEVO - ROGASKA SLAT.;0;4.114;910;Tekacevo;QLD6;4.968;24;4.507;29;273;29;62;19;25;77;PLDP
R3;685;7450;RODNE - MP RAJNKOVEC;0;1.733;517;MP Rajnkovec;ROCNO;757;0;755;0;2;0;0;0;0;0;PLDP
R3;686;1278;TEPANJE - ZICE;0;3.641;568;Zice 2;QLD6;2.172;14;1.889;20;160;18;36;12;23;52;PLDP
R3;686;1279;ZICE - KARTUZIJA;0;6.900;195;Skedenj;ROCNO;400;7;360;2;23;5;2;0;1;3;PLDP
R3;686;1279;KARTUZIJA - DRAMLJE;6.900;14.224;;;P;60;1;54;3;2;0;0;0;0;1;PLDP
R3;687;7207;DOLE - PONIKVA-LOCE;0;14.140;135;Hotunje;QLD5;2.028;25;1.779;5;125;38;49;3;4;39;PLDP
R3;688;1231;SLOV.KONJICE - ZICE;0;4.840;567;Slovenske Konjice;ROCNO;3.800;20;3.520;15;130;70;35;3;7;51;WIM
R3;688;1418;ZICE ;0;670;;;P;3.600;15;3.269;15;150;60;60;11;20;68;PLDP
R3;688;1232;ZICE - MLACE;0;2.900;317;Zice;QLD6;4.297;30;3.856;21;247;41;59;18;25;74;PLDP
R3;688;1232;MLACE - POLJCANE;2.900;9.184;667;Cadramska vas;QLD6;2.613;28;2.343;21;146;27;38;4;6;40;PLDP
R3;688;1233;POLJCANE - MAJSPERK;0;16.270;318;Modraze;QLD3;1.108;11;1.002;9;48;11;17;4;5;20;PLDP
R3;689;6252;PODLEHNIK - KOZMINCI;0;3.563;762;Podlehnik;ROCNO;760;13;669;10;35;25;5;0;3;14;PLDP
R3;689;6260;KOZMINCI-ZETALE - ROGATEC;0;15.471;481;Cermozise;QLD5;487;9;422;5;26;9;13;1;2;12;PLDP
R3;690;1234;MAJSPERK - JUROVCI;0;12.605;145;Stogovci;ROCNO;600;10;519;10;32;19;4;3;3;14;PLDP
R3;690;1235;TRZEC - VIDEM;0;4.500;763;Videm pri Ptuju;ROCNO;1.750;16;1.585;6;69;42;21;9;2;28;PLDP
R3;690;1235;VIDEM - ZG. LESKOVEC;4.500;15.965;521;MP Leskovec;ROCNO;340;0;288;27;17;5;0;3;0;14;PLDP
R3;691;6251;ZAVRC - DRENOVEC;0;7.280;753;Goricak;ROCNO;1.830;0;1.672;24;77;31;20;0;6;30;PLDP
R3;692;6223;BORL-CIRKULANE - MP MEJE;0;7.703;520;MP Meje;ROCNO;260;0;243;0;7;10;0;0;0;2;PLDP
R3;693;2302;NOVA CERKEV - SOCKA-VITANJE;0;10.320;;;P;1.150;5;1.060;20;40;20;5;0;0;15;PLDP
R3;694;1268;VELENJE - POLZELA;0;12.000;326;Arnace;QLD6;2.798;22;2.557;14;132;27;35;5;6;29;DIST
R3;694;1268;POLZELA - DOBRTESA VAS;12.000;15.392;40;Breg pri Polzeli;QLD;5.857;46;5.312;41;300;41;89;11;17;72;WIM
R3;695;8208;POLZELA ;0;724;;;P;2.500;10;2.175;15;130;70;75;10;15;74;PLDP
R3;695;7951;POLZELA - RECICA;0;5.410;36;Podvin pri Polzeli ;ROCNO;840;17;715;2;44;16;41;4;1;28;PLDP
R3;695;1458;GORENJE - SOTESKA;0;2.710;578;Gorenje;QLD5;3.428;25;2.996;16;213;52;73;21;32;87;PLDP
R3;696;7912;VELENJE - SKALE;0;6.538;31;Velenje;QLD6;4.180;27;3.812;12;200;60;50;13;6;54;PLDP
R3;696;7919;SKALE - GRASKA  G.-SMIKLA;0;10.710;32;Plesivec;ROCNO;540;18;484;6;27;2;3;0;0;4;PLDP
R3;696;6904;SL.GRADEC - MISL.DOBRAVA;0;10.440;33;Podgorje pri Slov. Gradcu;ROCNO;1.700;22;1.569;6;73;18;8;4;0;13;PLDP
R3;697;5514;NAZARJE - GORNJI GRAD;0;13.979;175;Smartno ob Dreti;ROCNO;1.100;23;999;19;32;17;4;2;4;17;PLDP
R3;698;6505;MEZICA - REHT;0;2.725;552;MT Mezica;ROCNO;300;24;267;0;6;3;0;0;0;1;PLDP
R3;699;1263;DRAVOGRAD - CRNECE;0;2.500;;;P;450;20;419;2;1;8;0;0;0;2;PLDP
R3;699;1263;CRNECE - MP LIBELICE;2.500;8.682;672;MT Libelice;ROCNO;90;10;78;0;2;0;0;0;0;0;PLDP
R3;700;1272;SL.KONJICE - OPLOTNICA;0;6.548;330;Oplotnica 2;QLD6;1.851;21;1.708;11;71;13;21;3;3;22;PLDP
R3;700;1273;OPLOTNICA - LOZNICA;0;9.450;331;Loznica;QLD5;4.218;50;3.546;196;198;92;79;20;37;177;PLDP
R3;701;1270;RUTA - LOVRENC;0;13.400;328;Lovrenc na Pohorju;QLD;1.942;12;1.762;23;95;20;24;3;3;30;PLDP
R3;701;1270;LOVRENC - PESEK;13.400;18.472;;;P;320;2;311;0;4;3;0;0;0;1;PLDP
R3;701;1430;PESEK - ROGLA;0;15.000;327;Pesek;ROCNO;310;10;274;7;13;6;0;0;0;4;PLDP
R3;701;1430;ROGLA - ZRECE;15.000;17.700;734;Boharina;QLD5;964;15;860;12;46;14;13;2;2;17;PLDP
R3;701;1430;ZRECE - ZECE;17.700;21.284;711;Zrece;QLD6;8.289;38;7.529;101;409;56;76;21;59;142;PLDP
R3;702;2703;DRAVOGRAD - TRBONJE;0;7.150;483;Trbonje 1;ROCNO;220;1;185;0;25;4;5;0;0;3;PLDP
R3;702;2703;TRBONJE - GORTINA;7.150;7.900;485;Trbonje 3;ROCNO;940;15;831;5;51;25;13;0;0;14;PLDP
R3;702;2704;TRBONJE - VUZENICA;0;7.440;484;Trbonje 2;ROCNO;770;15;682;5;36;24;8;0;0;11;PLDP
R3;702;2704;VUZENICA - VUHRED;7.440;13.300;;;P;1.000;15;883;7;40;25;20;5;5;24;PLDP
R3;703;6307;MUTA ;0;830;;;P;2.000;25;1.850;10;65;25;15;5;5;23;PLDP
R3;703;6304;MUTA - GORTINA;0;1.610;571;Muta;ROCNO;1.360;20;1.261;15;45;19;0;0;0;10;PLDP
R3;703;6303;GORTINA - BISTRISKI JAREK;0;6.330;482;Muta;ROCNO;500;10;453;1;23;6;5;1;1;5;PLDP
R3;704;1353;RADLJE - RIBNICA;0;12.157;378;Vuhred;ROCNO;850;5;743;6;54;15;23;3;1;20;PLDP
R3;704;1355;RIBNICA - BREZNO;0;10.245;379;Janzevski vrh;QLD6;696;3;629;5;37;7;10;3;2;12;PLDP
R3;705;1432;RUSE - PUSCAVA;0;10.100;705;Fala;ROCNO;1.000;9;908;12;44;13;6;3;5;16;PLDP
R3;706;6301;OZBALT - ZG. KAPLA;0;14.230;486;Ozbalt;ROCNO;440;4;389;4;27;6;7;1;2;8;PLDP
R3;706;8802;HAJDICEV MLIN - GRADISCE;0;2.400;;;P;180;0;172;0;2;6;0;0;0;1;PLDP
R3;707;8801;SP.SELNICA - DUH NA OSTREM VRHU;0;12.861;;;P;170;0;162;0;2;6;0;0;0;1;PLDP
R3;708;1330;ZG.KUNGOTA - MP PLAC;0;5.480;;;P;110;0;104;1;3;1;1;0;0;1;PLDP
R3;709;8614;MB (MELJSKA CESTA);0;1.632;;;P;1.100;10;1.010;20;50;5;5;0;0;12;PLDP
R3;709;8615;MB (MALECNIK-most) - MB (MALECNIK);0;750;572;Malecnik;QLD6;7.296;48;6.942;30;225;28;19;2;2;30;PLDP
R3;709;8615;MB (MALECNIK) - PERNICA;750;6.750;488;Celestrina;QLD6;3.497;24;3.319;23;113;10;6;1;1;16;PLDP
R3;710;1292;MARIBOR - DVORJANE;0;11.965;342;Dogose;QLD6;9.658;60;8.799;85;477;68;87;39;43;144;PLDP
R3;710;1292;DVORJANE - PTUJ;11.965;24.748;438;Vurberk;QLD6;2.056;21;1.888;16;93;13;17;3;5;23;PLDP
R3;710;0247;PTUJ - HAJDINA;0;2.719;637;Ptuj Zahod;QLTC10;14.437;100;13.100;108;847;143;80;28;31;151;PLDP
R3;710;0352;HAJDINA - TURNISCE;0;3.350;911;Turnisce 2;QLD6;1.788;16;1.555;5;94;32;33;18;35;58;PLDP
R3;711;9006;FRAM - RACE;0;2.312;421;Race;QLTC10;6.032;32;5.422;5;338;41;115;28;51;117;PLDP
R3;711;9014;RACE ;0;550;;;P;1.780;30;1.622;33;50;20;15;5;5;32;PLDP
R3;711;9013;RACE - KUNGOTA-KIDRICEVO;0;10.888;311;Brunsvik;ROCNO;1.100;25;976;2;65;24;7;0;1;10;PLDP
R3;712;1331;ZIHLAVA - JURSINCI;0;10.400;;;P;590;10;524;4;30;14;4;2;2;9;PLDP
R3;712;1331;JURSINCI - GABERNIK;10.400;13.000;764;Gabrnik;ROCNO;2.390;30;2.118;17;125;58;32;5;5;41;PLDP
R3;712;1331;GABERNIK - ROGOZNICA(PTUJ);13.000;21.173;363;Pacinje;QLD5;2.478;29;2.169;26;137;46;56;6;9;58;PLDP
R3;713;4910;LJUTOMER - DORNAVA;0;24.800;733;Savci;ROCNO;800;15;693;10;40;25;10;2;5;19;PLDP
R3;713;4910;DORNAVA - KRIZ.SPUHLJA;24.800;28.500;433;Dornava;QLD5;3.953;32;3.523;28;223;59;72;8;8;70;PLDP
R3;713;4910;KRIZ.SPUHLJA - PTUJ;28.500;31.230;425;Rogoznica;QLTC10;9.477;44;8.689;33;503;79;89;13;27;99;PLDP
R3;714;1293;SV. JURIJ OB SCAVNICI - GRABONOS;0;2.879;;;P;1.200;10;940;25;70;40;20;30;65;88;PLDP
R3;714;2806;GRABONOS - SP. IVANJCI;0;2.170;594;Spodnji Ivanjci - 1;ROCNO;970;15;841;10;56;26;13;5;4;22;PLDP
R3;714;2807;SP.IVANJCI - GORNJA RADGONA;0;9.512;595;Spodnji Ivanjci - 2;ROCNO;1.130;21;971;19;62;36;12;6;3;27;PLDP
R3;715;5645;M.SOBOTA - GORICA;0;5.800;42;Markisavci;QLD6;2.793;21;2.564;9;127;19;37;8;8;36;PLDP
R3;715;5645;GORICA - LEMERJE;5.800;8.500;491;Lemerje 2;ROCNO;2.450;8;2.233;18;115;50;20;2;4;31;PLDP
R3;715;5645;LEMERJE - SKAKOVCI;8.500;14.150;490;Lemerje 3;ROCNO;1.120;4;997;4;62;40;9;2;2;17;PLDP
R3;716;5637;LEMERJE - GRAD;0;11.210;489;Bodonci;QLD5;811;9;731;10;39;8;12;1;1;13;PLDP
R3;716;5640;GRAD ;0;1.450;;;P;840;4;782;10;20;21;2;0;1;10;PLDP
R3;716;5630;GRAD - KUZMA;0;4.695;761;Grad;ROCNO;830;8;760;3;35;22;1;0;1;7;PLDP
R3;717;1297;CANKOVA ;0;822;;;P;450;4;436;0;10;0;0;0;0;0;PLDP
R3;717;5614;CANKOVA - GERLINCI;0;5.200;758;Korovci;ROCNO;550;2;517;1;17;11;1;1;0;4;PLDP
R3;717;5615;KOROVCI ;0;420;;;P;350;1;349;0;0;0;0;0;0;0;PLDP
R3;717;5616;GERLINCI;0;355;;;P;250;1;249;0;0;0;0;0;0;0;PLDP
R3;718;5620;PERTOCA - FIKSINCI;0;4.688;759;Pertoca;ROCNO;370;5;338;3;11;12;1;0;0;4;PLDP
R3;718;5619;FIKSINCI ;0;984;;;P;100;1;96;0;2;1;0;0;0;0;PLDP
R3;719;5621;ROGASOVCI - KRAMAROVCI;0;2.953;760;Rogasovci;ROCNO;650;10;587;2;28;19;4;0;0;7;PLDP
R3;719;5622;KRAMAROVCI;0;630;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;720;5624;SOTINA;0;2.266;;;P;75;0;75;0;0;0;0;0;0;0;PLDP
R3;721;1317;PETROVCI - MARTINJE;0;10.000;714;Gor. Petrovci;ROCNO;750;9;678;4;47;5;6;1;0;6;PLDP
R3;721;1317;MARTINJE -  KUZMA;10.000;16.360;356;Dolic;ROCNO;690;13;610;10;34;16;7;0;0;11;PLDP
R3;721;1317;KUZMA - MP KUZMA;16.360;19.748;;;P;1.100;6;1.023;10;35;20;5;0;1;11;PLDP
R3;722;1446;MP MARTINJE - MARTINJE;0;310;524;MP Martinje;ROCNO;110;6;96;0;5;2;1;0;0;1;PLDP
R3;723;5691;SALOVCI - CEPINCI;0;6.638;719;Salovci;ROCNO;470;6;415;5;34;5;3;1;1;6;PLDP
R3;723;5657;CEPINCI - MEJA MADZARSKA;0;2.524;;;P;100;0;100;0;0;0;0;0;0;0;PLDP
R3;724;5693;HODOS - DOMANJSEVCI;0;5.055;720;Krplivnik;ROCNO;150;1;131;0;14;2;2;0;0;1;PLDP
R3;724;5694;DOMANJSEVCI ;0;1.060;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;5661;DOMANJSEVCI - BERKOVCI;0;3.770;;;P;100;0;95;1;2;1;1;0;0;1;PLDP
R3;724;4210;BERKOVCI - KOBILJE;0;12.943;721;Motvarjevci;ROCNO;360;2;310;5;35;5;3;0;0;5;PLDP
R3;725;5672;MARTJANCI - SEBEBORCI;0;3.167;43;Sebeborci;ROCNO;1.760;20;1.632;9;71;16;10;1;1;13;PLDP
R3;725;5677;SEBEBORCI - TRAKSAROV BREG;0;3.973;712;Andrejci;ROCNO;1.000;8;926;6;50;7;3;0;0;5;PLDP
R3;725;5678;TRAKSAROV BREG -  FOKOVCI;0;440;;;P;490;3;453;5;21;8;0;0;0;4;PLDP
R3;725;5668;FOKOVCI - PROSENJAKOVCI;0;7.693;492;Fokovci;ROCNO;850;10;782;9;38;8;1;1;1;7;PLDP
R3;726;1321;RENKOVCI - CRENSOVCI;0;8.219;359;Turnisce;QLD6;2.597;16;2.319;25;139;32;49;8;9;52;PLDP
R3;726;1322;CRENSOVCI - RAZKRIZJE;0;6.210;360;Sr. Bistrica;QLD5;1.967;30;1.710;9;115;44;35;4;20;45;PLDP
R3;726;1324;STROCJA VAS - PAVLOVCI;0;13.277;140;Miklavz pri Ormozu;QLD5;930;18;805;7;52;21;24;2;1;21;PLDP
R3;727;1326;RAZKRIZJE - MEJA RH;0;475;;;P;450;2;438;0;10;0;0;0;0;0;PLDP
R3;728;1148;SKOFLJICA - IG;0;5.325;161;Ig;ROCNO;1.140;8;866;0;124;32;60;20;30;68;PLDP
R3;728;4815;IG - ISKA VAS;0;3.800;;;P;1.000;1;929;20;45;5;0;0;0;10;PLDP
R3;728;4815;ISKA VAS - KRIM;3.800;14.000;;;P;80;1;70;2;5;2;0;0;0;1;PLDP
R3;728;4815;KRIM - RAKITNA;14.000;19.440;158;Rakitna;ROCNO;40;1;36;1;1;1;0;0;0;1;PLDP
R3;729;4206;HOTIZA - VELIKA POLANA;0;3.317;47;Velika Polana;ROCNO;880;16;778;10;46;22;5;1;2;13;PLDP
R3;729;4207;VELIKA POLANA - LIPA-BELTINCI;0;8.781;46;Beltinci;QLD5;1.556;13;1.433;22;57;15;12;3;1;21;PLDP
R3;730;4104;ZICE - SV. ANA-ZG. SCAVNICA;0;5.835;30;Sveta Ana;ROCNO;1.190;12;1.104;14;45;9;5;1;0;11;PLDP
R3;730;4105;ZG.SCAVNICA - DRAZEN VRH;0;2.235;;;P;150;0;141;2;3;2;1;1;0;2;PLDP
R3;731;8209;POLZELA - PARIZLJE;0;1.050;;;P;2.300;20;2.120;30;78;17;20;5;10;36;PLDP
R3;731;8209;PARIZLJE - BRASLOVCE-M.BRASLOVCE;1.050;3.919;94;Braslovce;ROCNO;2.210;15;2.032;27;101;18;11;3;3;24;PLDP
R3;732;8215;PONDOR - TABOR;0;2.388;65;Pondor;ROCNO;420;6;368;10;29;5;2;0;0;6;PLDP
R3;732;8259;TABOR - OJSTRISKA VAS-KAPLA;0;1.645;;;P;300;1;267;2;12;11;5;1;1;7;PLDP
R3;733;5831;VAVTA VAS - DOL.TOPLICE;0;4.560;298;Dolenjske Toplice;QLD6;3.568;13;3.269;38;203;22;19;1;3;33;PLDP
R3;733;5831;DOL.TOPLICE - PODTURN;4.560;6.290;;;P;1.820;8;1.715;8;50;15;7;8;9;21;PLDP
R3;734;4123;CERKVENJAK - VITOMARCI;0;5.733;;;P;150;1;131;1;6;4;3;2;2;5;PLDP
R3;734;4121;VITOMARCI - GABRNIK;0;6.397;765;Gradiscak;ROCNO;420;9;360;2;27;15;6;1;0;7;PLDP
R3;735;6314;MUTA - VUZENICA;0;445;;;P;4.200;15;3.775;25;270;55;25;15;20;56;WIM
R3;737;9017;RACE - SIKOLE;0;5.789;399;Podova;QLD6;1.941;21;1.766;10;92;14;26;8;4;28;PLDP
R3;738;6727;TRZISCE - HOTEMEZ;0;14.480;788;Sentjanz;ROCNO;800;6;692;1;48;33;19;0;1;17;PLDP
R3;739;6219;JANEZOVSKI VRH - DESTRNIK;0;2.210;766;Destrnik;ROCNO;560;12;496;10;29;9;2;1;1;8;PLDP
R3;739;6220;DESTRNIK - GOMILCI;0;1.381;;;P;250;5;230;4;10;1;0;0;0;2;PLDP
R3;740;1398;M.SOBOTA(GAJ) - M.SOBOTA;0;2.772;746;Murska Sobota Gaj;QLD6;5.697;37;5.148;58;267;50;58;24;55;113;PLDP
R3;741;1489;SKOFIJE MEJNI PREHOD;0;478;;;P;900;6;866;2;17;1;2;2;4;6;PLDP
R3;741;0235;SKOFIJE MEJNI PREHOD  -  SKOFIJE;0;1.000;;;P;6.010;10;5.947;3;30;10;5;2;3;9;PLDP
R3;741;0235;SKOFIJE - R.SKOFIJE;1.000;2.055;686;Spodnje Skofije;QLD6;11.222;181;10.415;28;541;38;14;1;4;30;PLDP
R3;741;1487;DEKANI - PRIKLJ. LUKA KOPER;0;1.139;;;P;1.000;2;988;0;10;0;0;0;0;0;PLDP
R3;742;4806;PODPEC - VNANJE GORICE;0;4.390;691;Notranje Gorice;QLD6;4.868;54;4.238;67;307;79;82;10;31;111;PLDP
R3;742;4806;VNANJE GORICE - BREZOVICA;4.390;6.911;562;Brezovica 2;QLD6;7.710;43;6.893;73;486;63;93;14;45;127;PLDP
R3;744;2346;STORE - LASKA VAS;0;2.210;786;Kompole;ROCNO;2.000;17;1.813;7;105;40;14;2;2;20;PLDP
R3;744;2346;LASKA VAS  -  SVETINA;2.210;8.400;;;P;700;5;655;10;15;10;5;0;0;9;PLDP
R3;744;2346;SVETINA  -  BRSTNIK;8.400;13.600;585;Svetina;ROCNO;280;6;248;4;12;8;1;1;0;4;PLDP
R3;744;2346;BRSTNIK  -  LASKO;13.600;16.792;787;Jagoce;ROCNO;780;9;707;0;44;14;6;0;0;6;PLDP
R3;745;4116;JANEZOVCI - DOLGE NJIVE;0;9.200;767;Drstelja;ROCNO;840;10;750;14;39;25;2;0;0;12;PLDP
R3;745;4118;DOLGE NJIVE - SPODNJI DUPLEK;0;7.520;;;P;900;10;884;0;6;0;0;0;0;0;PLDP
R3;746;2407;STARI TRG - LOSKI POTOK;0;11.920;;;P;100;5;92;0;3;0;0;0;0;0;PLDP
R3;747;4120;LENART - SVETA TROJICA;0;3.284;597;Sveta Trojica v Slov. Goricah;ROCNO;1.190;16;1.086;5;49;22;8;2;2;13;PLDP
R3;747;2805;SV. TROJICA-COGETINCI - SP.IVANJCI;0;9.498;596;Spodnji Ivanjci - 3;ROCNO;800;14;680;12;47;28;12;6;1;21;PLDP
R3;748;2412;VELIKE LASCE - M SLEVICA;0;3.000;;;P;1.000;10;933;3;50;4;0;0;0;2;PLDP
R3;748;2412;M SLEVICA - LUZARJI;3.000;11.400;;;P;200;5;188;2;5;0;0;0;0;1;PLDP
R3;748;2412;LUZARJI - NOVA VAS;11.400;18.017;;;P;800;15;751;2;30;2;0;0;0;1;PLDP
R3;749;8616;VOSEK - JUROVSKI DOL;0;8.605;;;P;700;10;414;20;140;40;16;25;35;62;PLDP
R3;749;4109;JUROVSKI DOL - LENART;0;7.164;698;Jurovski Dol;ROCNO;910;23;807;18;33;21;5;1;2;16;PLDP
R3;750;7709;SLOVENSKA VAS - SENTRUPERT;0;2.174;;;P;800;5;741;20;15;10;5;1;3;16;PLDP
R3;751;5507;NIZKA - RECICA OB SAVINJI;0;905;;;P;1.700;10;1.310;50;150;60;50;30;40;102;PLDP
R3;752;7206;ARCLIN - LJUBECNA;0;4.011;740;Ljubecna 2;QLD6;4.260;52;3.858;13;243;35;44;7;8;44;PLDP
R3;752;1403;LJUBECNA - BUKOVZLAK;0;1.887;694;Ljubecna;QLD6;4.404;19;3.679;10;383;74;100;43;96;156;PLDP
R3;752;7208;BUKOVZLAK - TEHARJE;0;2.101;;;P;2.100;10;2.038;2;20;10;15;5;0;13;PLDP
R3;753;1544;VOLCE - SOLARJI;0;9.103;12;Orehovje;ROCNO;135;4;121;1;6;1;1;1;0;2;PLDP
RT;901;1001;RATECE - PLANICA;0;2.000;779;Planica;ROCNO;800;10;719;7;32;28;3;0;1;11;PLDP
RT;902;1019;STRMEC - MANGART;0;11.710;537;Mangart;ROCNO;50;28;22;0;0;0;0;0;0;0;PLDP
RT;903;1021;IDRSKO - LIVEK;0;6.960;39;Livek;ROCNO;170;8;154;0;6;1;1;0;0;1;PLDP
RT;904;1093;JEZERO - ZLATOROG;0;4.200;240;Bohinjsko jezero;ROCNO;1.500;49;1.300;52;81;10;6;1;1;28;PLDP
RT;904;1093;ZLATOROG - SAVICA;4.200;8.200;;;P;270;3;259;6;1;1;0;0;0;3;PLDP
RT;905;1095;GORJE - KRNICA;0;2.160;;;P;2.050;11;1.926;27;49;29;5;1;2;22;PLDP
RT;905;1096;KRNICA - ZATRNIK;0;4.000;236;Krnica;ROCNO;1.240;18;1.179;3;23;9;4;3;1;8;PLDP
RT;905;1096;ZATRNIK - MRZLI STUDENEC;4.000;9.181;5;Mrzli studenec 1;ROCNO;620;22;540;8;34;6;3;4;3;10;PLDP
RT;905;1097;MRZLI STUDENEC - JEREKA;0;16.392;7;Mrzli studenec 2;ROCNO;140;6;124;0;6;1;1;2;0;2;PLDP
RT;906;1100;MRZLI STUD. - RUDNO POLJE;0;6.100;8;Mrzli studenec 3;ROCNO;590;23;512;9;31;5;2;5;3;11;PLDP
RT;907;1101;KRNICA - ZG.RADOVNA;0;11.756;4;Fuzine;ROCNO;300;5;280;0;7;6;2;0;0;2;PLDP
RT;907;1102;ZG.RADOVNA - DOVJE;0;6.400;774;Mojstrana;ROCNO;400;2;385;0;6;4;2;1;0;2;PLDP
RT;908;1383;KRAJE - MOJSTRANA;0;2.000;;;P;1.100;10;974;40;40;30;6;0;0;26;PLDP
RT;908;1383;MOJSTRANA - VRATA;2.000;11.600;775;Mojstrana - Vrata;ROCNO;210;6;192;0;6;5;1;0;0;2;PLDP
RT;909;1125;BOH.BISTRICA - VRESJE;0;8.260;253;Nemski Rovt;ROCNO;660;30;586;1;29;2;1;4;7;8;PLDP
RT;909;1128;VRESJE - SORICA;0;9.342;;;P;150;2;139;2;5;2;0;0;0;1;PLDP
RT;909;1129;SORICA - PETROVO BRDO;0;4.250;540;Petrovo brdo 3;ROCNO;200;46;141;0;10;0;3;0;0;2;PLDP
RT;910;1130;SORICA - PODROST;0;5.339;541;Spodnja Sorica;ROCNO;430;50;343;13;11;8;0;2;3;10;PLDP
RT;911;1123;RUDNO - ROVTARICA;0;11.510;545;Rudno 3;ROCNO;350;2;314;0;21;3;3;3;4;6;PLDP
RT;911;1124;ROVTARICA - VRESJE;0;7.789;;;P;15;0;13;0;2;0;0;0;0;0;PLDP
RT;912;7302;ZALI LOG - DAVCA;0;7.856;;;P;410;15;384;3;3;3;2;0;0;3;PLDP
RT;912;7350;DAVCA - NOVAKI;0;3.065;;;P;520;10;489;4;10;4;3;0;0;4;PLDP
RT;912;3105;NOVAKI - CERKNO;0;10.153;;;P;720;15;674;6;15;6;4;0;0;6;PLDP
RT;913;6105;POSTOJNA - MOTEL ERAZEM;0;6.130;701;Veliki Otok;QLD6;2.065;20;1.872;15;120;10;11;11;6;25;PLDP
RT;913;6101;ERAZEM - VRHI;0;865;;;P;300;6;276;4;8;2;0;2;2;5;PLDP
RT;913;6110;VRHI - BUKOVJE;0;1.940;;;P;200;4;184;3;5;2;0;1;1;3;PLDP
RT;913;6109;BUKOVJE - PREDJAMA;0;1.397;;;P;150;3;138;3;4;1;0;1;0;2;PLDP
RT;914;1372;POSTOJNA - RAKOV.SKOC.;0;4.081;;;P;1.500;21;1.226;44;119;68;12;4;6;45;PLDP
RT;914;2402;RAKOV SKOCJAN - PODSKRAJNIK;0;7.085;152;Zelse;ROCNO;160;6;138;1;8;5;1;1;0;3;PLDP
RT;915;1376;IL.BISTRICA - GRDA DRAGA;0;21.260;519;Ilirska Bistrica;ROCNO;690;10;557;1;49;19;44;8;2;32;PLDP
RT;915;2427;GRDA DRAGA -  PUDOB;0;28.100;498;Kozarisce;ROCNO;70;6;59;0;0;0;0;2;3;3;PLDP
RT;916;3653;DRAGARJI - MEDVEDJEK-DRAGA;0;17.209;;;P;30;1;26;1;2;0;0;0;0;0;PLDP
RT;917;3602;KOCEVJE - ZELJNE;0;2.923;;;P;820;2;764;2;30;10;10;1;1;9;PLDP
RT;917;3621;ZELJNE - ROG-BAZA-PODTURN;0;28.884;467;Zeljne;ROCNO;360;3;331;0;18;5;0;3;0;3;PLDP
RT;918;3652;KOT - GRGELJ;0;12.314;588;Dol pri Pregradu;ROCNO;200;10;178;1;11;0;0;0;0;0;PLDP
RT;918;3617;GRGELJ - FARA;0;11.100;749;Fara;ROCNO;80;6;70;0;4;0;0;0;0;0;PLDP
RT;919;1341;PODZEMELJ - DOLENJCI;0;9.450;372;Krasinec;ROCNO;940;5;880;5;31;15;2;1;1;7;PLDP
RT;919;1466;ZUNICI - VINICA;0;10.340;373;Vinica 1;ROCNO;620;10;549;10;27;22;1;0;1;10;PLDP
RT;919;1343;VINICA - STARI TRG;0;20.220;374;Vinica 2;ROCNO;200;5;184;5;6;0;0;0;0;2;PLDP
RT;920;5899;GABRJE - TRDINOV VRH;0;11.279;;;P;30;1;27;0;1;0;1;0;0;1;PLDP
RT;921;4306;KANDRSE - VACE-SP.HOTIC;0;7.616;181;Vace;ROCNO;810;14;736;3;43;8;5;0;1;6;PLDP
RT;922;1455;GRAD - KRVAVEC;0;2.433;496;Cerklje;ROCNO;850;8;762;10;41;17;8;3;1;14;PLDP
RT;923;1087;STAHOVICA - KAM.BISTRICA;0;8.210;780;Kamniska Bistrica;ROCNO;515;14;465;8;20;5;2;0;1;6;PLDP
RT;924;3559;PODLOM - KR.RAK;0;4.540;169;Kalise;ROCNO;360;4;336;0;15;2;2;0;1;2;PLDP
RT;924;3559;KR.RAK - LUCE;4.540;15.971;;;P;300;2;287;0;7;4;0;0;0;1;PLDP
RT;926;5501;SOLCAVA - PODOLSEVA-SLEME;0;10.425;;;P;40;0;36;1;1;1;1;0;0;1;PLDP
RT;926;6519;SLEME - KOPRIVNA;0;5.917;;;P;50;0;44;1;2;1;2;0;0;2;PLDP
RT;926;6506;KOPRIVNA - CRNA;0;7.980;477;Pristava;ROCNO;350;4;314;4;11;6;8;1;2;9;PLDP
RT;927;5502;ZIBOVT - SV.DUH-PODOLSEVA;0;10.345;;;P;40;0;36;1;1;1;1;0;0;1;PLDP
RT;928;1253;MOZIRJE - GOLTE;0;4.350;66;Brezje;ROCNO;1.375;14;1.256;9;59;12;10;9;6;21;PLDP
RT;929;1332;SP.HOCE - ZG.HOCE;0;3.300;912;Spodnje Hoce;QLD6;4.149;26;3.792;34;240;22;26;5;4;37;PLDP
